timestamp_utc,timestamp_cdt,temp_f,temp_c,station,source
2026-03-23T16:53:00+00:00,2026-03-23 11:53,75.9,24,KAUS,synoptic
2026-03-23T16:53:00+00:00,2026-03-23 11:53,75.9,24,KAUS,synoptic
2026-03-23T16:53:00+00:00,2026-03-23 11:53,75.9,24,KAUS,synoptic
2026-03-23T16:55:00+00:00,2026-03-23 11:55,75.2,24,KAUS,synoptic
2026-03-23T17:00:00+00:00,2026-03-23 12:00,75.2,24,KAUS,synoptic
2026-03-23T17:00:00+00:00,2026-03-23 12:00,75.2,24,KAUS,synoptic
2026-03-23T17:00:00+00:00,2026-03-23 12:00,75.2,24,KAUS,synoptic
2026-03-23T17:00:00+00:00,2026-03-23 12:00,75.2,24,KAUS,synoptic
2026-03-23T17:05:00+00:00,2026-03-23 12:05,75.2,24,KAUS,synoptic
2026-03-23T17:05:00+00:00,2026-03-23 12:05,75.2,24,KAUS,synoptic
2026-03-23T17:20:00+00:00,2026-03-23 12:20,75.2,24,KAUS,synoptic
2026-03-23T17:20:00+00:00,2026-03-23 12:20,75.2,24,KAUS,synoptic
2026-03-23T17:20:00+00:00,2026-03-23 12:20,75.2,24,KAUS,synoptic
2026-03-23T18:05:00+00:00,2026-03-23 13:05,80.6,27,KAUS,synoptic
2026-03-23T18:05:00+00:00,2026-03-23 13:05,80.6,27,KAUS,synoptic
2026-03-23T20:35:00+00:00,2026-03-23 15:35,84.2,29,KAUS,synoptic
2026-03-23T20:40:00+00:00,2026-03-23 15:40,86.0,30,KAUS,synoptic
2026-03-23T20:40:00+00:00,2026-03-23 15:40,86.0,30,KAUS,synoptic
2026-03-23T20:40:00+00:00,2026-03-23 15:40,86.0,30,KAUS,synoptic
2026-03-23T20:40:00+00:00,2026-03-23 15:40,86.0,30,KAUS,synoptic
2026-03-23T20:40:00+00:00,2026-03-23 15:40,86.0,30,KAUS,synoptic
2026-03-23T20:45:00+00:00,2026-03-23 15:45,84.2,29,KAUS,synoptic
2026-03-23T20:45:00+00:00,2026-03-23 15:45,84.2,29,KAUS,synoptic
2026-03-23T20:45:00+00:00,2026-03-23 15:45,84.2,29,KAUS,synoptic
2026-03-23T20:53:00+00:00,2026-03-23 15:53,86.0,30,KAUS,synoptic
2026-03-23T20:53:00+00:00,2026-03-23 15:53,86.0,30,KAUS,synoptic
2026-03-23T21:25:00+00:00,2026-03-23 16:25,86.0,30,KAUS,synoptic
2026-03-23T21:30:00+00:00,2026-03-23 16:30,86.0,30,KAUS,synoptic
2026-03-23T21:30:00+00:00,2026-03-23 16:30,86.0,30,KAUS,synoptic
2026-03-23T21:30:00+00:00,2026-03-23 16:30,86.0,30,KAUS,synoptic
2026-03-23T21:40:00+00:00,2026-03-23 16:40,87.8,31,KAUS,synoptic
2026-03-23T21:40:00+00:00,2026-03-23 16:40,87.8,31,KAUS,synoptic
2026-03-23T21:40:00+00:00,2026-03-23 16:40,87.8,31,KAUS,synoptic
